fs_td,fft_size,interval,bit_shift,band_edges_hz,percent_han_win,amp_gain_1,amp_gain_2,amp_gain_3,amp_gain_4,ld1_subtract_1,ld1_subtract_2,ld1_subtract_3,ld1_subtract_4,ld1_multiply_1,ld1_multiply_2,ld1_multiply_3,ld1_multiply_4,ld1_weights_1,ld1_weights_2,ld1_weights_3,ld1_weights_4,ld1_update_rate,ld1_onset,ld1_termination,ld1_blank_dur,ld1_dual_threshold_1,ld1_dual_threshold_2,ld1_threshold,ld1_frac_fix_vals,ld2_subtract_1,ld2_subtract_2,ld2_subtract_3,ld2_subtract_4,ld2_multiply_1,ld2_multiply_2,ld2_multiply_3,ld2_multiply_4,ld2_weights_1,ld2_weights_2,ld2_weights_3,ld2_weights_4,ld2_update_rate,ld2_onset,ld2_termination,ld2_blank_dur,ld2_dual_threshold_1,ld2_dual_threshold_2,ld2_threshold,ld2_frac_fix_vals,state1_mA_1,state1_mA_2,state1_mA_3,state1_mA_4,state2_mA_1,state2_mA_2,state2_mA_3,state2_mA_4,state3_mA_1,state3_mA_2,state3_mA_3,state3_mA_4,state4_mA_1,state4_mA_2,state4_mA_3,state4_mA_4,state5_mA_1,state5_mA_2,state5_mA_3,state5_mA_4,state6_mA_1,state6_mA_2,state6_mA_3,state6_mA_4,state7_mA_1,state7_mA_2,state7_mA_3,state7_mA_4,state8_mA_1,state8_mA_2,state8_mA_3,state8_mA_4,state9_mA_1,state9_mA_2,state9_mA_3,state9_mA_4,rise_mA_sec_1,rise_mA_sec_2,rise_mA_sec_3,rise_mA_sec_4,fall_mA_sec_1,fall_mA_sec_2,fall_mA_sec_3,fall_mA_sec_4
500,256,100,7,"[[19.5312,23.4375],[13.6719,23.4375],[5.8594,7.8125],[5.8594,9.7656],[5.8594,7.8125],[5.8594,9.7656],[5.8594,23.4375],[5.8594,15.625]]",100,236,238,237,236,0,0,0,0,1,0,0,0,1,0,0,0,0.1,0,0,0,150000,150000,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,8,0,0,0,8,0,0,0
